"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"6407",117,351,351,120,102,375,402,213,NA,402,354,351,375,183,219,NA,351,NA,354,324,375,351,351,351,189,NA,375,NA,NA,NA,NA,288,405,405,351,204,372,NA,351,NA,354,NA,402,NA,NA,402,NA,255,354,198,NA,NA,NA,375,360,351,189,189,348,306,NA,NA,339,NA,351,NA,NA,375,NA,NA,405,NA,375,NA,402,351,408,351,402,NA,201,NA,405,NA,351,189,351,363,351,150,NA,351,348,NA,189,402,291,168,189,189,273,234,405,405,354,405,357,351,NA,186,201,NA,NA,189,384,351,369,351,189,399,291,NA,402,90,NA,402,NA,351,339,324,378,351,354,402,402,354,384,354,405,NA,351,354,372,201,351,171,351,351,NA,NA,351,NA,354,405,NA,402,402,288,252,NA,369,NA,NA,NA,NA,NA,189,375,213,NA,351,186,306,NA,213,309,381,351,351,NA,NA,354,171,NA,408,165,189,192,NA,NA,354,213,351,201,375,NA,402,201,177,NA,351,351,351,189,351,375,351,369,402,NA,435,NA,NA,363,351,NA,345,NA,NA,351,201,369,NA,NA,372,NA,288,189,405,NA,351,345,351,321,NA,NA,NA,363,351,366,279,NA,402,351,336,351,351,NA,375,153,351,345,351,351,NA,189,366,384,261,345,351,351,147,NA,90,NA,NA,339,NA,252,375,213,354,405,351,351,NA,213,402,189,354,363,NA,351,189,369,189,369,375,189,258,402,402,225,225,375,357,NA,351,405,249,369,354,189,351,369,69,351,204,NA,147,351,351,402,NA,NA,351,NA,357,NA,366,354,351,189,402,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,165,NA,NA,NA,NA,NA,NA
"6488",657,678,678,585,558,678,678,516,654,588,678,588,678,417,747,654,441,NA,678,651,489,678,585,612,588,678,678,660,165,NA,591,678,678,666,645,588,750,678,717,360,678,360,678,NA,NA,678,642,678,651,522,645,651,678,675,702,645,504,636,750,678,591,636,654,NA,678,504,645,678,594,672,678,678,678,444,678,678,648,651,678,525,624,411,678,465,678,678,450,645,588,132,360,726,678,756,612,678,645,750,585,654,678,246,678,588,624,678,612,678,678,678,753,645,678,444,747,645,678,591,678,591,750,645,678,522,672,588,609,588,588,651,678,678,651,651,747,750,750,678,678,681,678,678,651,678,591,615,678,666,591,198,669,654,678,669,NA,573,678,672,360,651,645,651,252,750,612,678,678,678,300,450,588,588,573,NA,678,552,729,678,678,NA,684,681,669,711,651,615,651,750,567,375,678,714,678,627,585,666,651,645,552,588,747,678,678,645,750,588,750,750,675,441,678,543,588,678,678,687,750,375,480,678,678,645,525,588,588,375,681,651,669,588,591,546,678,750,375,546,678,588,648,678,582,678,678,747,678,393,558,579,678,678,651,678,588,678,588,678,654,588,645,372,678,654,588,588,531,558,750,750,645,474,678,678,375,636,615,645,726,441,678,558,585,651,636,747,675,651,678,678,678,597,678,678,588,678,678,678,678,645,678,675,750,651,474,588,678,651,465,654,621,249,384,678,651,678,654,369,750,588,642,534,678,615,474,585,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303
"5656",204,231,201,NA,204,231,231,NA,NA,231,231,231,213,90,NA,213,NA,NA,231,204,102,231,NA,114,231,NA,219,NA,NA,NA,204,231,231,231,231,NA,231,231,231,114,231,114,222,NA,NA,231,NA,NA,231,213,NA,NA,231,213,231,231,120,114,231,201,204,231,231,NA,219,NA,144,231,NA,231,231,231,231,NA,NA,NA,231,231,231,NA,177,NA,231,NA,NA,225,201,228,231,NA,NA,219,231,231,213,231,114,NA,204,231,231,NA,NA,231,231,231,231,NA,231,NA,219,231,NA,NA,231,231,231,NA,231,NA,231,NA,NA,NA,231,231,201,231,120,231,231,231,NA,204,NA,231,198,213,231,NA,NA,231,234,NA,231,219,231,102,231,204,NA,NA,231,231,NA,NA,231,NA,NA,204,NA,201,NA,213,NA,219,213,231,NA,231,231,NA,231,NA,231,NA,219,231,231,120,NA,231,NA,213,231,114,NA,201,NA,NA,231,120,NA,204,NA,NA,231,108,99,144,231,231,231,NA,231,222,219,204,231,204,204,231,114,231,204,228,231,102,NA,231,93,NA,114,NA,231,231,231,231,231,213,114,231,213,231,231,NA,NA,231,231,231,NA,204,231,231,135,NA,120,231,231,225,231,231,231,231,NA,231,231,231,231,204,231,231,213,NA,204,114,NA,144,NA,213,231,213,231,231,225,114,204,NA,231,114,NA,204,231,231,231,114,231,231,231,231,231,231,231,NA,231,231,231,204,231,213,204,93,231,213,231,231,111,231,204,NA,NA,231,204,204,231,204,204,NA,231,120,231,213,204,204,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6029",582,861,861,840,207,861,813,399,861,861,861,861,861,663,633,849,702,NA,861,861,519,861,666,861,636,861,861,693,162,NA,861,702,861,861,813,726,861,861,768,546,861,675,861,NA,NA,861,669,861,861,630,540,861,741,741,639,861,NA,750,861,861,597,846,861,NA,858,NA,852,861,696,861,861,864,861,303,858,861,861,861,861,690,861,525,381,861,861,861,861,861,861,NA,534,858,861,861,720,861,861,816,855,780,813,477,861,861,861,768,810,861,786,861,861,633,315,717,780,753,861,861,861,NA,861,813,NA,321,861,831,648,846,435,861,786,813,861,861,861,861,861,861,861,477,861,861,849,636,861,783,861,861,669,861,828,813,861,861,NA,861,861,633,357,813,861,861,426,444,699,669,813,861,591,861,861,573,789,NA,717,507,861,813,861,507,711,861,861,861,861,813,723,846,390,264,861,717,483,612,546,483,861,633,555,357,861,783,861,708,861,867,741,681,861,657,861,717,642,813,465,534,861,702,498,768,546,375,672,408,552,861,861,861,861,861,597,861,324,861,717,375,861,861,861,861,741,717,861,858,861,633,861,861,861,861,861,861,861,861,717,861,840,813,717,630,861,861,693,858,558,699,777,861,498,864,861,861,549,768,861,234,861,669,780,660,849,861,861,633,861,858,861,861,861,483,861,861,861,633,861,861,861,741,813,546,861,861,849,816,861,861,780,861,813,300,525,861,813,549,861,813,813,336,864,600,861,816,861,597,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6854",630,714,735,NA,237,735,735,441,NA,699,696,660,735,420,NA,NA,NA,NA,639,630,642,696,297,705,225,NA,735,NA,NA,NA,735,621,630,699,NA,648,654,273,591,81,621,NA,732,NA,NA,639,453,330,NA,NA,579,NA,690,714,582,696,282,369,696,333,660,660,NA,NA,693,258,735,714,408,696,588,258,735,NA,600,696,738,735,735,255,627,429,693,243,564,717,696,705,735,NA,381,435,735,711,636,567,438,606,690,NA,348,NA,687,735,318,93,714,726,345,693,597,591,696,459,705,735,735,621,735,696,735,528,735,NA,705,735,309,258,735,660,717,696,567,735,696,660,735,696,726,NA,693,735,678,669,735,654,735,720,NA,528,618,696,711,582,NA,735,735,NA,504,735,669,735,NA,690,NA,648,714,735,333,NA,735,NA,696,NA,NA,639,687,735,735,168,621,588,699,NA,735,468,333,693,NA,NA,735,276,693,573,471,699,714,705,504,93,735,621,735,660,735,621,591,687,735,204,735,618,705,735,693,612,735,390,585,693,534,NA,330,609,711,315,735,258,NA,573,735,612,690,723,618,NA,216,735,735,735,378,735,735,696,693,NA,588,258,735,660,693,90,402,714,648,NA,NA,693,276,735,NA,258,465,630,NA,411,735,735,NA,702,714,609,693,735,621,693,297,588,615,702,588,687,NA,735,NA,630,333,735,714,639,735,726,591,546,735,735,621,NA,684,693,456,567,NA,528,735,696,633,660,291,NA,600,696,735,693,NA,NA,696,NA,558,345,693,690,696,585,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5271",438,594,594,594,534,594,594,441,594,594,594,594,594,408,540,594,594,NA,594,594,441,591,534,594,594,594,534,594,NA,NA,594,594,594,594,588,594,594,594,534,594,594,432,594,NA,NA,594,441,594,594,534,NA,594,594,594,594,594,594,447,594,594,594,348,594,NA,594,387,594,594,453,594,594,594,594,318,594,594,594,594,594,NA,594,534,594,594,564,594,594,594,594,NA,594,594,594,594,492,594,162,594,597,594,594,138,594,594,594,594,594,165,594,594,594,594,NA,369,594,594,582,594,594,594,594,NA,594,423,594,594,330,594,540,594,594,594,594,594,594,594,594,543,165,591,594,594,558,594,594,447,594,594,594,594,594,594,594,441,NA,594,594,594,231,441,594,594,138,594,438,594,594,594,594,441,594,501,594,NA,594,534,591,594,594,594,438,594,459,594,594,594,534,594,366,330,594,594,594,594,309,594,594,441,474,315,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,591,438,594,594,594,594,594,474,594,594,594,594,594,387,594,594,594,594,594,447,594,594,594,594,438,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,534,594,453,594,594,594,594,594,594,594,594,594,594,594,594,594,582,594,594,594,594,594,441,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,594,162,594,594,594,594,594,534,NA,594,594,594,594,594,516,594,399,594,594,594,594,594,594,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6227",441,588,588,420,501,588,588,NA,543,570,588,579,588,420,579,588,171,NA,588,588,567,588,NA,588,585,588,588,588,NA,NA,588,588,591,588,534,588,588,579,588,486,588,NA,588,NA,NA,588,402,588,588,417,588,NA,510,411,441,588,588,432,588,588,579,237,579,NA,588,441,588,588,588,588,588,351,588,360,588,588,579,588,588,444,579,168,588,NA,588,588,588,531,579,186,588,588,588,588,588,588,588,588,522,588,588,480,588,591,420,588,588,588,588,588,579,585,NA,420,588,579,585,579,588,588,588,NA,NA,180,588,588,588,579,588,579,588,588,591,588,588,588,588,588,573,NA,588,588,579,579,579,456,588,588,579,588,354,579,579,588,NA,579,588,588,429,270,600,579,NA,579,267,588,588,588,495,588,570,477,588,NA,588,333,588,588,588,588,429,588,579,588,588,579,432,579,NA,NA,588,579,588,588,195,558,588,333,204,270,579,588,588,579,579,579,270,588,588,588,588,588,588,579,420,270,579,579,441,588,588,270,405,447,579,579,579,588,588,432,579,588,588,588,NA,69,579,579,588,588,270,588,588,579,588,567,588,588,588,579,579,579,588,588,579,588,579,588,NA,579,489,588,588,531,NA,579,588,588,NA,579,588,588,588,588,588,585,588,588,588,585,588,588,588,588,588,588,585,588,588,588,579,588,588,NA,588,588,588,579,588,555,588,588,270,588,588,588,333,588,534,NA,510,588,579,588,315,432,579,NA,333,420,588,225,333,510,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528",1134,1296,1374,1266,780,1368,1368,690,996,1374,1239,1374,1365,759,759,1098,873,69,1416,1374,720,1419,966,1314,972,1179,1194,888,NA,NA,999,1092,1338,1257,942,1002,1299,1248,1059,804,720,438,1134,NA,NA,1299,876,1299,1335,1047,777,1416,1341,996,1104,1305,897,1101,1374,1152,1314,1341,1416,NA,1353,735,1074,1374,870,1374,933,1185,1374,513,1074,1041,1374,1314,1419,NA,1326,849,1317,924,1254,1059,1323,1143,1152,NA,591,1122,1407,1152,1233,1416,1272,1209,1128,1125,1266,423,1341,1341,768,1281,1317,1374,1374,1374,1296,1257,NA,579,1326,1326,1365,1374,1407,1374,945,921,1341,441,1191,1374,555,1374,1410,1374,1374,1335,1251,1374,1374,1341,1314,1314,1344,498,1092,1407,1386,1029,1314,1311,1305,1419,1149,1179,1275,1221,1374,1014,NA,1152,1407,1254,591,1320,1239,1188,564,1302,1023,1359,1128,1416,651,1329,1104,630,1419,NA,1281,708,1236,1413,1374,894,1266,1299,933,1170,1314,897,1119,984,939,486,1200,1101,1032,1152,690,1215,1374,1020,585,681,1380,1152,1314,981,1152,1065,1152,1152,1140,1107,957,1119,1128,1314,1146,867,1392,741,819,1314,861,1032,927,717,1083,1221,1374,1152,1074,1260,1155,1167,1158,1257,960,822,729,1314,1374,1365,489,1167,1416,1314,1374,573,1185,795,1305,1284,1374,1107,1218,1407,1260,1374,1302,1326,1218,1404,1374,1374,1047,1035,753,1032,1269,960,879,1314,1305,1143,1239,1314,1155,1107,1278,1071,1284,1317,1284,1416,1389,1374,987,1314,1152,1044,1365,942,1311,1374,1314,1380,1416,1374,1341,1353,1476,1164,963,1353,1323,1206,1416,1374,969,1374,984,NA,858,1365,1314,1032,1410,1002,1245,540,1317,1281,1374,1326,1323,879,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5822",813,729,804,801,699,804,804,153,NA,843,801,843,804,795,615,NA,762,NA,828,843,804,804,744,804,654,804,804,807,NA,NA,585,843,801,840,795,714,801,834,810,693,840,NA,801,NA,NA,801,768,804,801,633,765,837,783,768,801,804,825,522,798,834,843,789,834,NA,801,822,726,804,837,804,801,834,834,171,840,837,801,804,804,804,801,522,801,594,798,768,834,846,630,183,NA,834,804,768,786,804,801,801,738,834,786,NA,801,801,NA,801,804,804,804,834,840,834,927,768,801,837,801,843,768,834,726,765,771,174,798,720,522,765,588,831,834,804,765,843,837,801,843,831,801,810,801,801,843,765,843,804,804,804,843,846,693,843,840,801,NA,843,798,834,582,807,534,807,213,795,627,834,834,NA,525,795,840,318,798,NA,843,696,804,177,834,NA,834,801,168,801,840,801,816,804,NA,NA,795,720,801,801,780,765,807,762,216,297,834,840,801,837,828,804,843,843,798,801,840,810,807,804,801,597,843,807,837,804,840,798,798,669,585,801,840,804,801,546,843,801,228,798,207,348,804,810,801,804,333,750,804,840,843,648,594,798,804,552,828,834,804,798,843,834,834,834,804,783,834,804,885,723,171,804,807,636,747,768,804,804,690,780,591,801,801,801,801,807,801,789,789,804,825,843,834,804,804,801,777,804,843,402,804,804,804,795,804,765,780,843,765,798,804,804,801,843,795,177,762,798,843,801,834,816,828,354,765,672,834,768,771,762,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383",816,1056,1050,1263,948,1056,1056,807,93,819,NA,1263,1056,1263,891,1059,1263,681,1053,1065,1065,1059,1263,1056,1053,1059,1056,1263,669,501,1263,1065,1047,1263,1050,1263,1263,1020,1053,1263,1263,1053,1263,1002,954,1263,1053,1266,1062,1263,1053,1263,1263,1056,1263,1059,1041,1065,1059,1263,1050,1059,1053,933,1053,408,1059,1062,1158,1056,1059,1020,1056,897,1263,1056,1263,1263,1053,1158,1263,513,1263,1263,1209,1056,951,1263,1263,1011,816,972,1059,1263,903,1056,1263,1263,1263,1008,1053,1158,1053,912,1263,1056,798,1053,1053,1050,1263,1050,1053,1056,1053,1182,1059,1263,1053,1053,1263,1263,1167,921,1263,1263,1056,1263,1263,1263,1059,1056,1047,1065,1047,1068,1263,1053,1059,1044,1263,984,972,1263,1050,1056,1056,1056,1005,1263,813,1050,1263,1263,NA,1263,1056,1053,819,819,1050,1263,990,957,948,1050,1056,1056,1068,1053,1263,663,1056,NA,1263,507,1056,1062,924,816,1263,1263,1263,1161,1263,1263,999,1263,915,1143,1263,1188,1263,1263,1026,1263,1053,1263,1041,1263,1056,1059,1242,1056,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,NA,1263,819,1263,1056,1263,1263,1014,1053,819,1068,1065,1263,1059,1260,1050,819,1047,999,1263,852,1056,1056,1263,1056,1263,990,1059,1263,1263,1263,1230,1263,1056,1263,1056,1050,1053,1053,1263,1053,1035,1020,816,1263,1050,1053,1263,1263,1263,972,1263,1059,1059,1056,1056,1056,1263,1263,954,1263,816,1263,1263,321,1263,1263,726,1056,1053,1059,1053,1056,1056,1062,1059,1098,1062,1263,1056,1059,1263,993,1053,1257,1059,1263,1263,1263,1053,1263,1263,1065,1263,864,1263,1056,1050,1263,1059,996,1263,1128,1263,1263,1020,1053,NA,1263,1263,1173,1110,960,1206,1263,870,1002,1149,1041,1035,972,837,1077,1119,846,1050,1035,900,1110,1050,1062,1134,1002,1035,1110,837,516,1035,1005,870,1035,1257,846,1149
"6448",765,873,873,765,276,873,783,561,768,765,768,768,873,399,768,768,597,NA,768,768,465,828,660,741,873,615,621,828,NA,NA,771,912,762,870,657,612,765,795,615,579,792,NA,804,NA,NA,765,615,759,780,519,NA,759,624,771,708,765,765,768,768,768,813,762,768,NA,768,699,768,873,768,768,765,768,798,339,765,768,765,654,873,513,651,369,765,705,873,768,885,873,771,NA,777,768,873,765,765,765,570,612,636,768,654,423,765,762,771,765,873,804,768,768,765,819,NA,606,444,795,873,873,768,1239,615,768,861,501,765,810,672,867,768,1200,768,870,762,873,768,765,768,768,846,450,768,873,768,765,804,873,873,813,804,768,765,804,873,765,NA,810,873,774,459,768,765,768,327,768,615,888,768,768,765,768,768,306,873,NA,765,618,768,1476,765,453,615,765,762,765,873,765,564,762,465,165,765,873,780,783,666,768,870,666,678,501,873,765,768,639,768,654,888,855,795,540,789,759,558,870,798,597,900,774,513,768,513,243,360,537,768,615,873,762,648,768,804,762,612,768,78,90,660,873,768,873,540,603,873,873,765,324,618,648,873,795,768,768,768,873,765,873,765,768,780,654,768,768,759,732,594,588,768,666,510,780,870,606,558,654,615,612,768,765,768,396,387,873,765,765,654,768,768,873,870,768,765,819,873,783,873,768,765,768,867,786,654,756,636,765,768,768,795,765,768,159,474,873,804,783,768,777,768,NA,723,834,768,768,801,570,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6457",390,540,660,NA,NA,540,426,NA,NA,540,660,417,540,NA,NA,NA,438,NA,411,NA,156,408,NA,681,NA,414,510,228,NA,NA,354,258,426,687,NA,NA,687,228,255,261,411,NA,660,NA,NA,579,258,687,408,NA,NA,NA,405,387,NA,NA,NA,435,519,NA,408,417,360,NA,258,NA,321,507,369,408,NA,393,435,NA,432,408,513,663,600,NA,357,108,687,NA,552,NA,531,351,378,NA,NA,NA,501,336,NA,618,402,357,246,339,252,NA,675,NA,552,660,258,540,387,NA,408,NA,540,225,540,264,513,417,513,NA,NA,NA,NA,126,687,519,NA,255,513,408,486,540,426,540,669,687,351,363,NA,NA,597,531,435,NA,393,258,540,516,NA,237,NA,282,531,663,NA,348,513,318,NA,NA,693,540,NA,NA,NA,NA,402,378,378,333,390,264,375,NA,411,228,258,531,444,NA,NA,462,375,NA,NA,402,NA,393,NA,NA,453,384,411,429,NA,573,678,378,NA,NA,258,648,438,258,408,NA,351,NA,660,345,498,NA,312,540,390,369,411,219,375,408,NA,NA,210,273,258,366,408,258,NA,330,270,255,408,NA,NA,NA,NA,375,255,540,NA,NA,540,108,660,NA,429,NA,540,480,408,666,NA,513,417,411,NA,405,NA,NA,246,258,NA,351,NA,NA,NA,351,396,417,492,387,NA,486,258,450,96,381,507,213,NA,537,NA,522,NA,648,NA,540,492,108,390,408,486,NA,540,150,675,NA,294,666,NA,318,NA,333,441,381,NA,612,NA,NA,231,513,270,660,261,NA,408,NA,648,366,411,411,540,189,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5034",NA,594,732,714,393,732,732,579,687,621,690,621,732,690,582,726,690,NA,621,690,636,732,NA,690,687,639,639,678,NA,NA,687,690,690,690,687,696,693,690,690,690,690,504,690,NA,NA,690,651,693,690,552,540,690,690,726,645,732,621,492,690,621,690,693,687,NA,690,336,654,732,660,732,690,621,729,552,690,732,651,732,732,672,690,540,690,690,732,732,180,555,687,237,582,687,732,732,732,621,690,624,732,732,642,315,690,690,690,690,729,732,732,687,732,690,708,540,693,732,732,621,732,732,696,657,690,540,690,621,633,732,621,627,732,732,690,690,732,690,732,732,690,636,690,732,690,621,690,732,732,732,690,690,690,690,690,690,NA,621,732,732,621,621,690,687,NA,651,639,741,732,732,639,549,690,474,729,NA,687,639,732,732,732,NA,696,690,621,687,690,570,621,639,675,651,690,579,690,690,579,684,690,690,732,657,732,690,396,690,621,639,690,690,690,690,690,732,552,690,690,648,690,621,720,732,657,657,732,NA,621,732,732,732,690,630,690,726,192,585,660,NA,732,690,690,732,690,687,732,732,690,663,612,732,732,621,732,732,918,732,690,621,732,741,627,708,732,690,651,579,540,411,732,696,552,471,732,681,690,705,732,690,690,690,687,582,660,741,741,687,687,552,732,732,732,732,690,732,690,690,732,732,690,672,732,690,690,690,690,690,732,537,690,690,621,552,624,732,690,690,627,621,690,504,663,135,741,192,708,540,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6717",1215,1437,1437,1428,1443,1437,1440,1410,1434,1434,1440,1434,1437,1440,1437,1443,1425,NA,1434,1440,1347,1434,1359,1449,1422,1440,1437,1338,1089,276,1428,921,1434,1275,1416,1413,1440,1434,1431,1416,1437,1197,1437,672,NA,1437,1380,1434,1434,1389,1440,1440,1359,1437,1434,1437,1419,1359,1440,1425,1425,1440,1437,753,1440,807,1392,1437,1443,1446,1437,1260,1434,1380,1437,1431,1440,1455,1440,1434,1440,1428,1443,1440,1437,1431,1443,1440,1383,1059,1383,1434,1437,1443,1437,1359,1437,1443,1422,1383,1434,1356,1440,1437,1440,1434,1437,1443,1440,1440,1437,1401,1437,1425,1431,1440,1227,1440,1437,1425,1461,1434,1434,600,1455,1206,1359,1284,1425,1422,1437,1437,1434,1443,1431,1434,1413,1440,1440,1392,1437,1437,882,1440,1437,1434,1437,1434,1434,921,1440,1434,1443,1437,NA,1440,1335,1434,912,1440,1434,1425,804,1428,1386,1440,921,1362,1437,1434,804,1356,1434,NA,1437,915,1437,1437,1437,1368,1449,1437,1440,1437,1440,1440,1437,1440,1374,1308,1434,1437,1437,NA,1440,1434,1431,516,1437,1380,1428,1437,1431,1431,1434,NA,1437,1410,1437,1389,165,642,1440,1446,516,1425,1425,1434,1434,1437,921,921,921,1422,1431,1440,1443,939,1437,1425,1437,1080,210,1443,1095,453,1248,1440,1437,1437,1389,1425,1437,1428,1440,1374,1410,1098,1437,1425,1434,1356,1434,1437,1437,1434,921,1440,1359,1401,1434,1434,1431,921,1248,918,1413,1401,1374,1440,1437,1437,1437,1422,1437,1437,1440,1440,1437,1389,1440,1437,1419,1443,1437,1440,1434,1437,1437,1428,1428,1437,1440,1431,921,1437,1392,1605,234,1446,1401,1419,1419,1431,1437,1446,1446,1443,1434,1332,1434,1437,1437,1437,1431,1428,1434,1383,1437,1425,1440,1371,1431,1425,1434,1086,1245,972,1089,1137,981,942,1095,942,1080,1437,891,996,1053,888,1059,963,1029,1092,1017,1083,1092,1038,1086,1086,957,678,1086,987,480,879,1080,972,1086
