"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"5206",549,558,468,546,360,468,561,474,468,558,468,537,555,468,468,555,468,NA,555,555,468,558,537,555,378,558,468,534,NA,NA,567,555,537,537,360,513,564,498,468,360,468,360,534,NA,NA,558,468,564,537,360,468,555,534,555,468,555,360,387,555,555,510,555,555,NA,528,189,558,543,468,543,537,468,555,360,534,555,546,531,555,468,468,447,462,543,555,555,468,468,564,189,465,468,558,546,468,555,477,528,558,555,504,468,564,564,561,570,558,555,555,288,468,555,555,468,561,555,558,561,558,531,558,564,468,297,534,561,390,555,561,564,555,468,555,555,555,567,558,555,564,360,531,555,558,390,555,360,555,558,525,468,537,555,561,564,NA,561,558,468,195,558,468,468,468,555,468,468,555,510,477,468,558,180,558,NA,468,360,525,555,555,354,468,537,468,468,561,468,471,468,489,360,537,423,468,468,555,468,555,468,462,468,555,534,555,468,561,468,555,534,534,468,468,555,534,468,468,468,561,558,558,555,468,468,468,468,468,468,468,555,564,276,555,534,555,534,501,NA,570,558,534,555,468,468,558,555,555,468,468,552,555,561,555,555,555,558,555,555,540,468,468,558,291,555,468,468,468,468,468,552,537,513,555,468,564,468,468,534,468,534,537,468,396,561,555,555,501,468,555,555,555,468,561,558,555,549,558,555,567,438,555,468,558,468,546,468,555,555,468,555,447,357,468,558,555,132,555,465,561,360,564,564,555,555,468,360,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5064",216,213,NA,NA,NA,213,213,NA,117,219,108,NA,213,NA,114,213,123,NA,219,213,NA,210,114,213,216,NA,213,NA,NA,NA,NA,213,213,213,216,108,213,NA,213,NA,213,NA,213,NA,NA,213,108,NA,117,NA,NA,NA,213,213,108,213,NA,126,213,NA,114,NA,213,NA,213,NA,NA,213,NA,213,168,NA,213,NA,213,213,NA,213,213,108,NA,NA,213,NA,NA,108,213,NA,108,NA,NA,117,213,216,NA,213,117,NA,213,NA,NA,NA,NA,213,213,213,213,114,NA,NA,108,213,213,108,117,213,213,NA,168,108,174,108,213,NA,213,213,NA,216,213,216,213,NA,NA,213,213,213,213,NA,213,NA,213,213,213,183,219,213,213,213,NA,NA,213,108,NA,216,NA,111,213,NA,NA,219,NA,213,NA,NA,NA,NA,114,213,NA,108,NA,NA,NA,NA,216,NA,NA,213,213,NA,NA,NA,129,216,213,213,108,NA,NA,NA,213,108,108,123,213,213,213,213,NA,NA,108,213,213,213,216,NA,144,213,NA,NA,123,NA,NA,NA,123,NA,213,NA,NA,108,123,NA,108,216,NA,108,108,111,NA,219,NA,NA,114,NA,NA,NA,NA,114,213,213,213,NA,213,NA,213,117,210,NA,213,213,213,213,213,213,NA,213,216,114,NA,NA,219,183,123,108,NA,NA,NA,NA,NA,213,213,NA,NA,213,114,213,NA,213,213,213,NA,213,NA,213,NA,108,NA,213,213,213,NA,213,213,213,213,213,213,NA,213,213,NA,213,NA,213,213,114,174,213,NA,NA,108,213,219,213,NA,NA,216,NA,213,NA,213,108,114,213,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5131",837,921,921,909,831,921,921,813,888,NA,921,921,921,741,741,921,921,NA,921,921,882,921,921,921,921,921,921,810,75,NA,921,921,741,921,831,498,NA,921,741,831,921,741,825,NA,NA,921,741,NA,741,888,921,921,741,921,741,921,921,921,921,921,921,921,921,NA,921,720,921,921,183,NA,NA,921,921,633,183,921,921,921,921,627,870,921,921,741,921,867,921,741,921,NA,921,921,921,741,921,921,741,741,831,921,921,762,921,831,183,921,921,486,921,921,831,183,921,741,741,921,921,921,864,921,921,921,921,624,921,921,831,921,921,921,921,921,741,921,921,921,921,921,921,NA,921,921,921,741,921,921,921,921,921,921,921,921,921,183,NA,921,921,903,627,741,741,921,750,921,741,894,NA,831,NA,831,921,741,921,NA,921,921,NA,921,921,NA,921,921,741,105,NA,741,921,741,921,741,921,750,921,741,864,741,921,93,810,741,921,921,900,798,921,741,921,741,921,741,921,921,921,921,921,921,183,831,921,921,921,921,921,741,921,921,921,921,921,921,921,921,741,741,921,540,921,741,921,921,183,741,921,921,831,741,921,921,921,921,921,921,831,921,741,921,183,921,921,921,921,921,921,921,738,831,921,921,741,921,921,921,678,921,831,921,921,921,921,921,921,921,741,921,921,921,921,921,921,741,741,921,921,921,741,921,921,921,327,771,921,921,741,921,921,921,921,921,921,744,834,918,921,741,921,921,921,444,921,741,921,741,921,309,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6450",762,1299,1299,1299,1029,1299,1299,1296,1299,1299,1164,1296,1299,1239,1284,1299,1164,489,1134,1239,1125,1299,1158,1299,1185,1299,1299,1116,1161,849,1164,1164,1164,1146,1299,1299,1164,1299,1176,1164,1161,1044,1164,909,1035,1164,NA,1158,1164,1224,1293,1164,1164,1299,1239,1299,1263,1299,1299,1299,1299,1299,996,1119,1299,1116,1299,1299,1239,1299,1164,1299,1287,1158,1164,1299,1161,1293,1299,1293,1164,1299,1164,1164,1302,162,1236,1164,1164,1164,1239,1299,1299,1299,1299,1299,1164,1239,1299,1299,1293,1008,1164,1164,1161,1164,1299,1299,1299,1299,1164,1299,1230,1239,1089,1239,1299,1299,1299,1299,1299,1164,1164,1014,1164,1299,1239,1158,1164,1164,1299,1299,1164,1110,1299,1164,1299,1299,1164,1239,1164,1299,1164,1239,1299,1239,1299,1299,1299,1299,1164,1299,1299,1164,NA,1299,1098,1293,1182,1299,1161,1299,933,1299,1299,1251,1299,1299,1170,1236,1299,1239,1212,NA,1239,1239,1299,1299,1299,1248,1239,1164,1161,1299,NA,1164,1104,1164,1182,1164,504,1299,1164,1164,1299,294,1299,1164,1269,1164,1299,1161,1299,1296,1299,1299,1299,1161,1164,1164,678,1299,1299,1293,1305,1233,1299,1632,1245,1299,1164,1164,1299,915,648,1161,1161,1164,1164,1239,1299,1299,903,1299,1239,834,1293,1164,1164,1299,1164,1266,1299,1299,1299,1164,1434,1293,1299,1164,1155,1299,1293,1293,1164,1299,1299,1299,1284,1299,1293,1299,1164,1239,921,1164,1299,1269,1164,1299,1299,1170,1164,1299,1299,294,1290,1164,1164,1239,1164,1299,1299,1299,1299,1296,1299,1299,1299,1236,939,1299,1299,1299,1299,1299,1158,1299,1299,858,1299,1254,1164,1164,1299,1302,1164,1164,1299,1125,1164,1299,1299,1164,1299,1242,1299,1164,1164,1239,1299,1299,1299,1299,1164,1164,1164,1104,1164,1257,1248,1146,1299,1293,1161,1299,1071,1233,1155,1077,1164,1164,1164,1299,1263,1164,1164,1041,1074,1299,990,1164,1164,1212,1137,1251,1164,1071,1155
"4691",471,546,546,NA,471,546,546,471,546,546,546,546,531,489,471,471,486,NA,546,546,471,546,543,546,507,525,471,546,NA,NA,546,534,546,546,543,537,546,492,546,471,546,471,546,NA,NA,546,471,471,546,471,483,546,546,471,522,546,546,471,546,546,471,471,546,NA,546,NA,546,546,471,528,546,546,546,486,546,546,471,471,546,471,498,471,546,471,546,528,546,546,546,456,NA,546,546,546,546,546,540,471,471,471,540,468,546,522,471,471,546,528,546,546,546,546,546,471,546,546,546,546,546,546,351,546,NA,471,471,546,471,546,546,546,546,546,546,546,546,546,546,546,546,471,546,546,528,540,546,471,546,546,546,546,471,546,546,546,NA,546,546,546,471,546,471,546,462,546,471,471,546,546,471,546,546,546,546,NA,546,471,546,546,531,NA,546,543,546,546,546,546,471,471,498,414,546,471,486,495,471,546,546,546,483,471,546,546,546,534,546,471,546,546,546,486,546,546,471,546,522,486,546,546,546,546,486,450,471,546,546,546,546,546,546,486,546,546,546,546,546,456,546,546,546,546,471,498,546,546,546,537,471,528,546,546,546,546,546,546,495,546,546,546,471,546,540,546,486,471,471,525,528,546,546,546,546,546,546,546,471,546,510,546,546,471,546,471,471,546,546,519,546,546,471,471,546,546,546,525,546,546,531,546,546,516,546,546,471,480,546,546,471,546,546,441,486,546,546,546,450,549,468,NA,471,471,546,471,519,471,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5104",NA,375,414,294,258,375,366,249,NA,408,372,396,375,NA,NA,NA,300,NA,408,435,300,402,363,375,324,NA,252,261,NA,NA,408,321,321,417,NA,294,339,267,231,321,372,NA,432,NA,NA,432,NA,417,408,216,366,NA,375,237,303,366,324,351,363,NA,360,405,327,NA,375,264,NA,414,372,375,300,357,420,NA,372,414,363,417,426,258,372,222,420,402,432,324,366,321,351,NA,321,267,375,396,375,372,267,321,294,279,381,105,369,435,NA,294,375,366,375,408,264,288,426,249,405,411,321,408,366,435,390,318,435,261,396,411,204,321,387,348,423,387,294,435,411,426,414,375,435,216,372,408,378,NA,420,288,423,414,363,NA,372,411,390,195,NA,426,411,237,276,363,363,414,NA,312,NA,195,375,NA,285,NA,429,225,414,NA,321,138,423,414,348,312,258,363,195,276,435,336,285,312,NA,300,357,339,372,264,315,321,414,369,291,NA,426,372,402,294,435,351,342,366,369,294,357,321,342,417,432,261,372,285,327,417,264,348,294,NA,426,321,360,213,195,363,372,321,297,411,321,201,267,390,417,387,318,369,426,426,432,NA,321,279,411,357,363,255,294,411,348,276,315,258,267,339,279,252,288,387,216,222,366,315,321,411,423,423,279,414,252,318,252,294,357,348,402,399,372,372,330,321,318,423,408,324,420,414,432,321,426,414,414,243,411,375,312,435,321,249,423,417,249,312,207,NA,162,423,411,600,249,249,321,240,414,372,258,303,366,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,177,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA
"6432",417,468,459,NA,NA,468,420,396,NA,468,495,498,468,408,387,489,NA,138,387,495,NA,468,NA,462,180,NA,384,327,NA,NA,NA,411,483,558,NA,NA,366,NA,414,NA,NA,NA,495,NA,NA,486,186,564,465,NA,NA,NA,531,NA,NA,414,333,141,423,NA,423,NA,384,NA,456,NA,420,447,NA,399,NA,NA,NA,NA,NA,420,453,408,486,393,462,NA,540,459,438,438,405,408,402,NA,NA,384,471,NA,294,390,408,NA,NA,162,408,NA,453,543,408,423,408,480,NA,312,423,NA,486,NA,408,411,480,471,450,468,471,552,495,NA,534,480,NA,468,519,444,438,390,531,465,492,552,504,465,549,NA,411,474,417,NA,420,183,468,462,375,459,405,438,408,417,NA,393,435,NA,309,426,465,459,NA,405,NA,231,402,447,393,NA,435,372,396,NA,414,201,NA,447,456,NA,435,NA,NA,NA,486,324,279,444,NA,NA,465,NA,495,495,NA,411,405,411,NA,NA,NA,462,240,NA,516,414,444,447,411,NA,495,399,294,477,408,NA,501,354,NA,447,NA,NA,399,444,423,471,438,420,417,399,465,447,462,NA,405,NA,NA,444,477,444,NA,NA,495,411,456,NA,390,423,408,399,411,NA,405,444,NA,315,363,396,NA,477,NA,NA,396,459,177,NA,435,477,504,420,462,NA,414,498,375,462,177,405,495,NA,408,NA,NA,456,138,384,NA,468,468,375,426,486,504,411,474,468,555,NA,450,534,477,429,NA,408,468,405,465,444,NA,327,372,453,438,426,390,NA,504,291,528,396,396,393,465,378,507,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5138",849,705,705,696,513,705,705,849,705,786,849,846,705,570,696,705,819,570,849,849,579,705,783,702,615,687,705,753,624,NA,831,786,819,747,702,744,822,705,849,702,849,195,849,NA,681,822,711,813,819,744,705,849,771,705,534,705,702,705,849,840,849,699,705,600,705,705,426,705,840,849,810,705,672,330,849,702,849,699,849,795,849,444,822,693,705,819,705,849,849,1011,570,819,705,849,702,705,849,699,699,444,849,381,822,819,777,819,705,702,696,849,849,849,849,549,705,849,705,849,705,849,732,774,819,705,819,849,705,567,849,849,705,849,819,849,849,822,849,849,822,NA,849,705,720,NA,849,849,705,705,849,849,687,849,849,753,NA,849,678,849,519,846,804,999,585,705,NA,705,705,705,768,849,849,495,705,NA,849,354,705,705,705,600,747,819,702,849,849,849,705,705,588,NA,819,219,849,663,786,849,849,849,582,588,849,849,849,849,849,849,702,849,849,726,849,567,591,690,825,603,849,594,780,705,714,804,591,849,852,849,849,591,819,828,849,567,705,705,567,273,780,705,849,624,735,849,705,849,849,687,678,591,705,849,705,705,849,705,591,705,849,849,786,546,843,849,849,849,564,723,741,849,819,705,705,705,753,849,642,714,675,819,849,651,819,699,252,603,813,849,723,705,702,705,849,705,849,705,705,705,822,705,705,819,723,849,768,849,705,840,786,849,702,651,714,705,849,849,705,672,528,597,813,849,705,705,705,831,849,849,849,849,819,654,687,705,705,852,699,705,729,705,849,789,849,843,831,699,657,849,849,681,669,849,849,819,819,819,648,663,816,660,846
"6459",339,759,759,759,582,759,759,135,684,582,759,759,759,750,597,735,717,NA,759,570,618,762,759,759,189,651,759,570,NA,NA,507,570,750,759,756,759,759,NA,759,759,189,555,741,NA,NA,759,651,762,765,651,NA,729,699,759,735,759,NA,759,759,192,759,606,480,NA,759,192,738,570,663,759,750,744,711,435,759,759,762,582,762,633,762,741,759,714,759,750,759,672,570,NA,606,192,759,759,759,759,759,759,759,729,729,537,759,759,759,759,654,759,753,762,759,759,570,756,759,759,759,759,582,759,570,189,759,675,762,759,591,546,759,759,759,570,759,759,759,759,759,759,759,486,741,759,570,762,759,570,759,762,759,582,759,759,573,759,NA,759,582,729,582,582,759,759,NA,759,603,NA,759,NA,609,582,756,561,582,NA,759,513,741,759,759,219,750,705,717,759,NA,738,633,726,NA,471,750,570,759,759,759,759,759,759,426,582,759,582,759,759,759,759,570,759,759,690,570,759,NA,744,741,NA,759,582,NA,759,720,582,717,759,582,759,759,210,759,570,759,210,759,759,189,639,762,750,759,702,189,582,759,759,NA,126,633,678,759,759,756,726,717,582,570,711,756,720,675,702,606,726,582,582,135,582,759,696,759,759,759,759,759,759,759,582,189,738,582,711,771,585,579,582,729,759,702,759,759,759,759,759,759,732,759,759,759,192,582,759,759,570,759,759,759,759,684,759,603,453,531,582,759,582,726,549,741,177,660,582,720,672,744,567,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5702",750,771,771,675,693,771,771,771,861,855,771,855,771,771,771,771,855,NA,861,855,675,771,744,735,732,771,771,771,183,NA,771,771,855,774,861,852,855,858,771,855,855,609,855,NA,NA,855,675,771,801,858,771,855,855,771,771,771,783,771,771,861,855,855,861,NA,771,861,855,771,771,771,771,861,771,672,855,771,771,771,771,771,717,639,771,771,567,171,771,771,771,213,771,861,771,771,771,861,825,771,573,285,777,693,855,855,855,771,771,771,771,858,855,771,771,654,861,855,771,759,771,855,855,585,855,681,771,771,765,771,540,771,771,771,855,855,771,855,771,771,855,855,756,771,NA,765,855,582,771,771,855,855,771,855,771,855,NA,855,771,858,285,855,771,855,681,771,759,786,705,771,852,861,855,579,771,NA,771,771,771,705,771,861,771,771,609,771,771,771,861,774,675,693,855,771,855,855,537,855,771,NA,705,468,771,855,771,771,855,771,771,855,855,855,855,855,771,771,771,771,771,693,771,708,771,573,771,708,855,855,855,771,771,771,855,771,582,693,855,762,858,771,855,771,855,771,771,771,771,855,771,771,771,771,852,861,861,771,771,867,861,858,858,771,861,861,855,771,570,771,771,771,738,855,771,771,855,771,771,855,858,771,855,771,855,855,849,762,861,771,861,771,771,771,858,771,771,771,594,771,852,NA,771,855,771,1089,855,855,771,855,693,771,777,492,855,609,855,834,858,861,855,609,666,855,858,582,771,768,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6914",684,759,750,750,681,759,750,699,750,750,750,750,759,681,750,750,750,NA,750,750,465,750,489,750,681,756,750,705,NA,NA,750,750,750,585,750,681,750,750,750,681,750,702,750,NA,NA,750,681,747,750,546,750,750,750,759,663,756,750,750,747,750,750,750,750,NA,750,549,750,750,708,750,750,NA,750,705,750,750,753,750,750,750,750,672,753,750,750,750,753,750,750,NA,711,750,759,753,750,750,750,750,690,750,681,672,750,750,750,750,729,750,750,750,750,750,750,687,750,612,759,696,750,747,750,750,NA,489,750,750,690,750,750,750,750,762,729,750,750,750,750,750,750,750,750,759,750,750,750,750,759,750,750,690,750,750,750,681,NA,750,759,750,681,750,750,750,168,750,462,735,750,750,681,750,750,681,759,NA,750,750,750,750,750,681,681,750,750,NA,NA,678,750,NA,699,750,750,690,750,750,750,750,750,690,696,693,750,750,750,750,750,750,750,732,750,750,750,738,750,750,750,750,750,750,750,759,750,702,750,681,750,720,750,750,750,744,750,747,750,750,750,615,750,750,750,750,NA,750,759,750,750,681,642,735,759,750,750,750,750,762,750,750,750,750,750,741,750,750,690,750,660,750,681,750,750,750,747,759,750,750,681,750,744,750,750,687,750,750,750,750,750,750,681,759,762,687,750,750,750,750,759,759,750,750,240,753,681,750,516,720,750,750,750,750,750,489,690,750,750,750,750,555,750,489,702,717,750,681,750,750,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5599",1323,1917,1947,1947,1944,1947,1947,1947,1944,1701,1713,1947,1947,1740,1947,1947,1713,1383,1944,1947,1833,1947,1875,1947,1701,1947,1947,1938,1500,1464,1944,1644,1707,1713,1947,1938,1710,1944,1947,1710,1950,1716,1713,1668,1572,1707,1836,1710,1893,1707,1947,1947,1590,1947,1947,1947,1944,1899,1947,1944,1947,1947,1944,1467,1947,1518,1938,1947,1836,1947,1710,1947,1947,1467,1713,1947,1947,1704,1947,1404,1947,1596,1710,1710,1947,1113,1947,1950,1944,1629,1944,1893,1947,1956,1947,1944,1947,1947,1947,1947,1947,1734,1713,1710,1677,1590,1947,1947,1947,1947,1947,1947,1947,1863,1947,1836,1947,1947,1947,1947,1905,1710,1947,1947,1896,1932,1605,1947,1944,1944,1947,1947,1896,1947,1947,1713,1938,1932,1710,1947,1713,1947,1935,1947,1947,1755,1947,1947,1947,1947,1899,1947,1947,1590,NA,1947,1746,1947,1950,1704,1710,1944,1644,1947,1497,1947,1947,1947,1713,1947,1947,1704,1836,NA,1947,1836,1947,1947,1947,1380,1944,1704,1710,1947,1944,1947,1944,1710,1836,1374,1710,1947,1713,1713,1938,603,1947,1200,1074,1431,1947,1713,1947,1944,1947,1947,1947,1947,1713,1710,1713,1947,1947,1500,1947,1944,1944,1701,1947,1947,1713,1710,1896,1944,1470,1947,1947,1947,1710,1944,1947,1947,1947,1947,1947,1944,1836,1944,1710,1947,1710,1944,1710,1947,1713,1710,1752,1947,1947,1944,1746,1944,1947,1947,1947,1944,1947,1947,1947,1938,1947,1944,1947,1944,1836,1947,1938,1938,1713,1947,1947,1947,1710,1944,1836,1713,1701,1707,1710,1947,1710,1947,1884,1947,1875,1947,1944,1947,1947,1947,645,1947,1947,1947,1710,1947,1710,1947,252,1710,1938,1401,1710,1947,1944,1947,1686,1896,1704,513,1710,1947,1947,1713,1944,1683,1947,1680,1707,1947,1947,1947,1947,1947,1947,1860,1947,1692,1851,1899,1722,1707,1947,1710,1779,1947,1647,1674,1848,1794,1854,1806,1842,1770,1905,1851,1800,1947,1806,1851,1869,1698,1851,1731,1839,1710,1818,1731,1851
"6487",1605,1605,1605,1602,1536,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1386,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1473,NA,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1539,1605,1605,1542,1605,1605,1230,1278,1608,1605,1605,1605,1605,1605,1605,1605,1431,1605,1605,1605,1599,1605,1464,1605,1536,1605,1368,1602,1605,1605,1605,1605,1227,1605,1605,864,1605,1605,1605,1605,1554,1605,1605,1389,1605,1605,1605,1605,1605,1605,1605,1605,1605,1599,1605,1605,1605,1605,1533,1605,1509,1605,1605,825,1605,1605,1605,1605,1602,1605,1605,1605,1515,1605,1605,1605,1605,1605,1605,1605,1605,NA,1605,1605,1548,1566,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1611,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,NA,1605,1596,1605,1533,1605,1605,1605,1605,1473,1605,1605,1605,NA,1461,1605,1605,1527,1605,NA,1605,1503,1605,1605,1605,1758,1605,1605,1605,1605,1605,1605,1605,1605,1599,1605,1605,1605,1098,828,1581,1098,1605,1065,1431,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1602,1605,1605,1605,1605,1605,1605,1605,1371,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1254,1401,1605,1605,1605,1605,1467,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1389,1584,1605,1605,1605,1605,1605,1605,1605,1605,1299,1605,1605,1605,1605,1605,1605,1389,1605,1251,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1599,1605,1458,1605,1605,1476,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1431,1605,1605,1605,1098,1605,1605,1605,1548,1605,1605,1605,1605,1479,1605,NA,1605,1605,1605,1605,1605,1605,1569,1605,1605,1605,1605,1599,1605,1605,1527,1605,1605,1605,1605,1605,1605,1605,1605,1605,1677,1605,621,1605,1548,1605,1374,1602,1605,1605
"5273",1587,1794,1587,1494,1077,1584,1587,1173,1497,1545,1587,1587,1587,1344,1338,1335,1452,NA,1590,1590,1584,1587,765,720,1500,1587,948,1452,NA,NA,1587,1575,1470,1716,1488,1329,1785,1524,1455,1158,1587,732,1587,NA,NA,1524,1101,1506,1665,1359,1587,1497,1455,1584,1122,1587,1416,1488,1587,1587,1449,1452,1590,NA,1587,1071,1392,1587,1440,1452,1455,1587,1587,765,1527,1587,1590,1587,1596,1452,1590,1047,1563,768,1587,1587,1584,1590,1587,NA,1134,1590,1590,1587,1680,1593,1539,1515,1518,1500,1584,852,1785,1659,1650,1758,1539,1590,1089,1587,1482,1587,1587,1578,1527,972,1590,1506,1803,1587,1587,1554,1587,1152,1797,1587,1479,1587,1452,1539,1554,1587,1713,1590,1587,1800,1587,1584,1707,1452,1572,1590,1554,1461,1584,1587,1584,1590,1482,1515,1647,1449,1593,1647,NA,1494,1692,1560,1059,1536,1563,1587,1017,1455,1437,1587,1587,1584,1353,1590,1587,1347,1587,NA,1584,1452,1587,1587,1584,1281,1452,1455,1590,1452,1590,1590,1434,1533,1173,702,1779,1587,1779,633,1452,1452,1587,1452,1113,1299,1590,1452,1476,1587,1587,1452,1587,1584,1794,1152,384,1587,1512,1590,1452,1452,1545,1452,1524,1587,1587,1557,1506,1293,1587,1590,1590,1587,1638,1587,1566,1671,1590,1590,1587,990,1587,1596,1587,1044,969,1557,1590,1590,1590,762,1596,1452,1584,1587,1590,1587,1587,1803,1452,1587,1590,1587,1500,1587,1587,1590,1455,1452,1191,1344,1203,1236,1365,1590,1584,1584,1662,1587,1503,1584,1587,1395,1452,1344,1563,1575,1449,1590,1500,1584,1587,1794,1584,1491,1587,1791,1539,1527,1590,1587,1785,1554,1554,1590,1296,1341,1521,1395,1584,1593,1455,1479,1590,528,1347,1590,1554,1587,1587,1281,1527,999,1446,1584,1587,1530,1563,1119,1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
